team_id,team_name,fgm,fga,fgPcg
1214,Hampton,720,1789,0.4024594745667971
1216,Hartford,672,1756,0.3826879271070615
1217,Harvard,640,1345,0.4758364312267658
1218,Hawaii,683,1517,0.45023071852340146
1219,High Point,652,1588,0.4105793450881612
1220,Hofstra,750,1715,0.43731778425655976
1221,Holy Cross,713,1618,0.44066749072929545
1222,Houston,664,1456,0.45604395604395603
1223,Houston Bap,683,1693,0.40342587123449497
1224,Howard,593,1576,0.3762690355329949
1225,Idaho,701,1528,0.4587696335078534
1226,Idaho St,594,1466,0.4051841746248295
1227,IL Chicago,688,1632,0.4215686274509804
1228,Illinois,894,1910,0.4680628272251309
1229,Illinois St,680,1599,0.4252657911194497
1231,Indiana,789,1713,0.46059544658493873
1232,Indiana St,737,1740,0.4235632183908046
1233,Iona,936,1974,0.47416413373860183
1234,Iowa,766,1743,0.4394721744119334
1235,Iowa St,870,1993,0.43652784746613144
1236,IPFW,729,1602,0.4550561797752809
1237,IUPUI,784,1684,0.4655581947743468
1238,Jackson St,660,1593,0.4143126177024482
1239,Jacksonville,696,1653,0.42105263157894735
1240,Jacksonville St,628,1486,0.4226110363391655
1241,James Madison,807,1750,0.46114285714285713
1242,Kansas,1114,2193,0.5079799361605107
1243,Kansas St,815,1874,0.43489861259338314
1244,Kennesaw,691,1674,0.4127837514934289
1245,Kent,837,1935,0.4325581395348837
1246,Kentucky,1002,2183,0.45900137425561155
1247,La Salle,923,2070,0.4458937198067633
1248,Lafayette,719,1686,0.4264531435349941
1249,Lamar,681,1636,0.41625916870415647
1250,Lehigh,743,1781,0.4171813587871982
1251,Liberty,687,1617,0.424860853432282
1252,Lipscomb,758,1673,0.45307830245068736
1253,Long Beach St,777,1748,0.44450800915331806
1254,Long Island,928,2009,0.4619213539074166
1255,Longwood,690,1575,0.4380952380952381
1256,Louisiana Tech,691,1661,0.4160144491270319
1257,Louisville,949,2097,0.452551263710062
1258,Loy Marymount,746,1750,0.42628571428571427
1259,Loyola MD,701,1682,0.4167657550535077
1260,Loyola-Chicago,741,1733,0.4275822273514137
1261,LSU,692,1731,0.3997689196995956
1263,Maine,691,1520,0.45460526315789473
1264,Manhattan,677,1678,0.4034564958283671
1265,Marist,662,1734,0.3817762399077278
1266,Marquette,973,2094,0.46466093600764086
1267,Marshall,758,1695,0.4471976401179941
1268,Maryland,932,1980,0.4707070707070707
1269,Massachusetts,666,1678,0.39690107270560193
1270,McNeese St,677,1580,0.42848101265822786
1271,MD E Shore,690,1736,0.39746543778801846
1272,Memphis,891,1974,0.4513677811550152
1273,Mercer,714,1717,0.4158415841584158
1274,Miami FL,793,1796,0.44153674832962136
1275,Miami OH,694,1618,0.4289245982694685
1276,Michigan,812,1817,0.4468904788112273
1277,Michigan St,787,1836,0.4286492374727669
1278,Minnesota,753,1660,0.4536144578313253
1279,Mississippi,843,1904,0.4427521008403361
1280,Mississippi St,739,1701,0.43445032333921224
1281,Missouri,948,2068,0.4584139264990329
1282,Missouri KC,688,1575,0.43682539682539684
1283,Missouri St,790,1743,0.45324153757888697
1284,Monmouth NJ,632,1551,0.4074790457769181
1285,Montana,684,1499,0.4563042028018679
1286,Montana St,650,1607,0.4044803982576229
1287,Morehead St,786,1753,0.44837421563034796
1288,Morgan St,708,1687,0.4196799051570836
1290,MS Valley St,752,1855,0.40539083557951483
1291,Mt St Mary's,689,1645,0.4188449848024316
1292,MTSU,701,1648,0.4253640776699029
1293,Murray St,645,1436,0.4491643454038997
1294,N Colorado,671,1586,0.4230769230769231
1295,N Dakota St,712,1543,0.46143875567077125
1296,N Illinois,686,1630,0.4208588957055215
1298,Navy,670,1697,0.394814378314673
1299,NC A&T,684,1616,0.42326732673267325
1300,NC Central,590,1358,0.43446244477172313
1301,NC State,799,1818,0.4394939493949395
1304,Nebraska,756,1627,0.46465888137676703
1305,Nevada,730,1725,0.42318840579710143
1306,New Hampshire,580,1565,0.3706070287539936
1307,New Mexico,802,1753,0.45750142612664
1308,New Mexico St,735,1659,0.4430379746835443
1310,Niagara,663,1781,0.3722627737226277
1311,Nicholls St,510,1203,0.4239401496259352
1312,NJIT,627,1504,0.41688829787234044
1313,Norfolk St,782,1791,0.43662758235622556
1314,North Carolina,1044,2318,0.45038826574633306
1315,North Dakota,656,1564,0.4194373401534527
1316,North Florida,758,1741,0.4353819643882826
1317,North Texas,782,1627,0.48063921327596804
1318,Northeastern,719,1610,0.446583850931677
1319,Northern Arizona,759,1567,0.4843650287172942
1320,Northern Iowa,656,1540,0.42597402597402595
1321,Northwestern,773,1713,0.45125510799766494
1322,Northwestern LA,745,1685,0.4421364985163205
1323,Notre Dame,843,1832,0.4601528384279476
1324,Oakland,1019,2068,0.4927466150870406
1325,Ohio,844,1931,0.4370792335577421
1326,Ohio St,1017,2059,0.4939290917921321
1328,Oklahoma,713,1595,0.4470219435736677
1329,Oklahoma St,740,1705,0.4340175953079179
1330,Old Dominion,803,1828,0.43927789934354483
1331,Oral Roberts,903,1894,0.4767687434002112
1332,Oregon,775,1869,0.4146602461209203
1333,Oregon St,737,1727,0.4267515923566879
1334,Pacific,649,1497,0.43353373413493657
1335,Penn,644,1418,0.4541607898448519
1336,Penn St,767,1748,0.4387871853546911
1337,Pepperdine,758,1794,0.42251950947603123
1338,Pittsburgh,886,1866,0.47481243301178994
1339,Portland,774,1675,0.462089552238806
1340,Portland St,709,1626,0.4360393603936039
1341,Prairie View,632,1702,0.37132784958871917
1342,Presbyterian,679,1530,0.4437908496732026
1343,Princeton,757,1636,0.46271393643031783
1344,Providence,854,2012,0.42445328031809143
1345,Purdue,875,1957,0.4471129279509453
1346,Quinnipiac,822,1911,0.4301412872841444
1347,Radford,527,1395,0.37777777777777777
1348,Rhode Island,781,1855,0.4210242587601078
1349,Rice,681,1579,0.4312856238125396
1350,Richmond,922,2007,0.4593921275535625
1351,Rider,876,1861,0.4707146695325094
1352,Robert Morris,752,1792,0.41964285714285715
1353,Rutgers,783,1778,0.4403824521934758
1354,S Carolina St,646,1555,0.4154340836012862
1355,S Dakota St,821,1770,0.4638418079096045
1356,S Illinois,691,1618,0.42707045735475896
1357,Sacred Heart,672,1565,0.4293929712460064
1358,Sam Houston St,672,1514,0.4438573315719947
1359,Samford,580,1360,0.4264705882352941
1360,San Diego,585,1413,0.4140127388535032
1361,San Diego St,917,2019,0.45418524021792966
1362,San Francisco,690,1593,0.4331450094161959
1363,San Jose St,749,1874,0.39967982924226253
1364,Santa Barbara,688,1535,0.4482084690553746
1365,Santa Clara,721,1700,0.42411764705882354
1366,Savannah St,506,1323,0.382464096749811
1367,SC Upstate,625,1680,0.37202380952380953
1368,SE Louisiana,595,1435,0.4146341463414634
1369,SE Missouri St,696,1614,0.4312267657992565
1370,Seattle,758,1897,0.3995782814971007
1371,Seton Hall,759,1838,0.4129488574537541
1372,SF Austin,574,1282,0.44773790951638065
1373,Siena,762,1841,0.41390548614883216
1374,SMU,629,1306,0.48162327718223585
1375,South Alabama,625,1501,0.4163890739506995
1376,South Carolina,741,1878,0.39456869009584666
1377,South Dakota,795,1803,0.44093178036605657
1378,South Florida,711,1710,0.41578947368421054
1379,Southern Miss,731,1620,0.45123456790123456
1380,Southern Univ,541,1420,0.38098591549295774
1381,Southern Utah,685,1456,0.47046703296703296
1382,St Bonaventure,722,1581,0.4566729917773561
1383,St Francis NY,673,1685,0.39940652818991096
1384,St Francis PA,684,1588,0.43073047858942065
1385,St John's,807,1773,0.45516074450084604
1386,St Joseph's PA,745,1795,0.415041782729805
1387,St Louis,688,1580,0.43544303797468353
1388,St Mary's CA,854,1763,0.4844015882019285
1389,St Peter's,713,1782,0.4001122334455668
1390,Stanford,722,1676,0.4307875894988067
1391,Stetson,681,1587,0.42911153119092627
1392,Stony Brook,656,1726,0.38006952491309387
1393,Syracuse,936,1983,0.4720121028744327
1394,TAM C. Christi,602,1416,0.4251412429378531
1395,TCU,821,1883,0.4360063728093468
1396,Temple,868,1943,0.4467318579516212
1397,Tennessee,837,1941,0.4312210200927357
1398,Tennessee St,625,1447,0.43192812715964063
1399,Tennessee Tech,756,1620,0.4666666666666667
1400,Texas,954,2099,0.45450214387803717
1401,Texas A&M,728,1654,0.44014510278113667
1402,Texas St,759,1714,0.4428238039673279
1403,Texas Tech,824,1853,0.44468429573664325
1404,TN Martin,715,1691,0.4228267297457126
1405,Toledo,606,1500,0.404
1406,Towson,715,1633,0.4378444580526638
1407,Troy,699,1735,0.4028818443804035
1408,Tulane,625,1475,0.423728813559322
1409,Tulsa,753,1717,0.4385556202679091
1410,TX Pan American,605,1468,0.41212534059945505
1411,TX Southern,664,1554,0.4272844272844273
1412,UAB,756,1725,0.43826086956521737
1413,UC Davis,690,1513,0.4560475875743556
1414,UC Irvine,761,1818,0.41859185918591857
1415,UC Riverside,676,1619,0.4175416924027177
1416,UCF,651,1473,0.4419551934826884
1417,UCLA,830,1823,0.4552934722984092
1418,ULL,651,1504,0.4328457446808511
1419,ULM,616,1489,0.4137004701141706
1420,UMBC,700,1745,0.40114613180515757
1421,UNC Asheville,776,1740,0.4459770114942529
1422,UNC Greensboro,780,1820,0.42857142857142855
1423,UNC Wilmington,714,1646,0.43377885783718106
1424,UNLV,842,1836,0.45860566448801743
1425,USC,813,1832,0.44377729257641924
1426,UT Arlington,608,1391,0.4370956146657081
1427,UT San Antonio,722,1694,0.42621015348288077
1428,Utah,704,1660,0.42409638554216866
1429,Utah St,803,1723,0.4660475914103308
1430,Utah Valley,621,1437,0.4321503131524008
1431,UTEP,824,1761,0.467915956842703
1433,VA Commonwealth,968,2228,0.43447037701974867
1434,Valparaiso,835,1800,0.4638888888888889
1435,Vanderbilt,848,1853,0.45763626551538045
1436,Vermont,755,1683,0.44860368389780153
1437,Villanova,796,1819,0.43760307861462344
1438,Virginia,668,1611,0.41464928615766605
1439,Virginia Tech,780,1736,0.44930875576036866
1440,VMI,770,1738,0.4430379746835443
1441,W Carolina,817,1916,0.4264091858037578
1442,W Illinois,522,1282,0.40717628705148207
1443,W Kentucky,809,1855,0.4361185983827493
1444,W Michigan,787,1791,0.43941931881630375
1447,Wagner,671,1544,0.43458549222797926
1448,Wake Forest,735,1736,0.42338709677419356
1449,Washington,1061,2260,0.46946902654867256
1450,Washington St,811,1760,0.46079545454545456
1451,Weber St,645,1466,0.43997271487039563
1452,West Virginia,783,1826,0.42880613362541076
1453,WI Green Bay,756,1737,0.43523316062176165
1454,WI Milwaukee,732,1702,0.4300822561692127
1455,Wichita St,783,1694,0.46221959858323497
1456,William & Mary,678,1529,0.4434270765206017
1457,Winthrop,670,1627,0.41180086047940995
1458,Wisconsin,798,1808,0.4413716814159292
1459,Wofford,883,1853,0.47652455477603883
1460,Wright St,668,1559,0.4284797947402181
1461,Wyoming,654,1542,0.42412451361867703
1462,Xavier,784,1700,0.4611764705882353
1463,Yale,625,1425,0.43859649122807015
1464,Youngstown St,692,1673,0.4136282127913927
