,Unnamed: 0,team_id,team_name,fgm,fga,fgPcg
100,105,1206,George Mason,3231,7132,0.45302860347728546
101,106,1207,Georgetown,3073,6646,0.4623833885043635
102,107,1208,Georgia,2874,6776,0.42414403778040144
103,108,1209,Georgia St,3026,6862,0.4409793063246867
104,109,1210,Georgia Tech,2999,7132,0.4204991587212563
105,110,1211,Gonzaga,3515,7286,0.4824320614877848
106,111,1212,Grambling,2337,6193,0.3773615372194413
107,112,1213,Grand Canyon,566,1343,0.42144452717795977
108,113,1214,Hampton,2872,7108,0.4040517726505346
109,115,1216,Hartford,2681,6456,0.415272614622057
110,116,1217,Harvard,2671,5677,0.4704949797428219
111,117,1218,Hawaii,3025,6642,0.45543510990665464
112,118,1219,High Point,2770,6320,0.43829113924050633
113,119,1220,Hofstra,2827,6891,0.41024524742417645
114,120,1221,Holy Cross,2752,6418,0.42879401682767215
115,121,1222,Houston,3072,6695,0.45884988797610154
116,122,1223,Houston Bap,2612,6426,0.40647370059134763
117,123,1224,Howard,2302,6189,0.3719502342866376
118,124,1225,Idaho,2887,6288,0.45912849872773537
119,125,1226,Idaho St,2453,5884,0.41689326988443237
120,126,1227,IL Chicago,2580,6356,0.40591567023285086
121,127,1228,Illinois,3243,7515,0.4315369261477046
122,128,1229,Illinois St,2979,6901,0.43167656861324444
123,129,1230,Incarnate Word,399,863,0.4623406720741599
124,130,1231,Indiana,3469,7353,0.47178022575819395
125,131,1232,Indiana St,2832,6597,0.4292860391086858
126,132,1233,Iona,3828,7993,0.4789190541724008
127,133,1234,Iowa,3280,7381,0.4443842297791627
128,134,1235,Iowa St,3645,8041,0.4533018281308295
129,135,1236,IPFW,2958,6519,0.45375057524160145
130,136,1237,IUPUI,2939,6620,0.44395770392749245
131,137,1238,Jackson St,2610,6527,0.39987743220468824
132,138,1239,Jacksonville,2816,6656,0.4230769230769231
133,139,1240,Jacksonville St,2505,5940,0.4217171717171717
134,140,1241,James Madison,3021,7048,0.4286322360953462
135,141,1242,Kansas,4027,8238,0.48883224083515414
136,142,1243,Kansas St,3244,7451,0.4353778016373641
137,143,1244,Kennesaw,2649,6448,0.41082506203473945
138,144,1245,Kent,3109,7127,0.43622842710818016
139,145,1246,Kentucky,3796,8103,0.46846846846846846
140,146,1247,La Salle,3388,7630,0.44403669724770645
141,147,1248,Lafayette,3004,6732,0.44622697563874036
142,148,1249,Lamar,2934,6956,0.421794134560092
143,149,1250,Lehigh,3102,7095,0.4372093023255814
144,150,1251,Liberty,2878,6622,0.4346118997281788
145,151,1252,Lipscomb,2913,6716,0.4337403216200119
146,152,1253,Long Beach St,3104,6939,0.44732670413604264
147,153,1254,Long Island,3470,7510,0.4620505992010652
148,154,1255,Longwood,2837,6620,0.4285498489425982
149,155,1256,Louisiana Tech,3151,7427,0.42426282482832905
150,156,1257,Louisville,3943,8753,0.45047412315777446
151,157,1258,Loy Marymount,2923,6968,0.4194890929965557
152,158,1259,Loyola MD,2861,6791,0.42129288764541306
153,159,1260,Loyola-Chicago,2718,6212,0.4375402446877012
154,160,1261,LSU,3113,7414,0.4198813056379822
155,161,1262,MA Lowell,544,1388,0.3919308357348703
156,162,1263,Maine,2806,6419,0.4371397413927403
157,163,1264,Manhattan,2852,6724,0.42415229030339086
158,164,1265,Marist,2802,6874,0.4076229269711958
159,165,1266,Marquette,3534,7771,0.4547677261613692
160,166,1267,Marshall,3074,7149,0.42999020842075814
161,167,1268,Maryland,3354,7485,0.44809619238476955
162,168,1269,Massachusetts,3253,7521,0.43252227097460444
163,169,1270,McNeese St,2707,6616,0.4091596130592503
164,170,1271,MD E Shore,2439,6388,0.3818096430807765
165,171,1272,Memphis,3669,7774,0.4719578080782094
166,172,1273,Mercer,3004,6769,0.4437878564041956
167,173,1274,Miami FL,3167,7230,0.4380359612724758
168,174,1275,Miami OH,2668,6178,0.4318549692457106
169,175,1276,Michigan,3498,7508,0.4659030367607885
170,176,1277,Michigan St,3526,7655,0.46061397779229263
171,177,1278,Minnesota,3133,6947,0.4509860371383331
172,178,1279,Mississippi,3441,7961,0.43223213164175356
173,179,1280,Mississippi St,3016,6954,0.4337072188668392
174,180,1281,Missouri,3631,7741,0.46906084485208627
175,181,1282,Missouri KC,2748,6397,0.4295763639205878
176,182,1283,Missouri St,2885,6704,0.4303400954653938
177,183,1284,Monmouth NJ,2900,7052,0.41123085649461144
178,184,1285,Montana,2785,5999,0.4642440406734456
179,185,1286,Montana St,2588,6241,0.41467713507450726
180,186,1287,Morehead St,2921,6649,0.4393141825838472
181,187,1288,Morgan St,2990,6937,0.43102205564365
182,189,1290,MS Valley St,2854,7223,0.3951266786653745
183,190,1291,Mt St Mary's,2935,6846,0.42871749926964653
184,191,1292,MTSU,3054,6699,0.45588893864755936
185,192,1293,Murray St,2785,6073,0.4585871891980899
186,193,1294,N Colorado,2790,6073,0.4594105055162193
187,194,1295,N Dakota St,2948,6172,0.4776409591704472
188,195,1296,N Illinois,2388,6253,0.3818966895889973
189,196,1297,N Kentucky,1257,2981,0.42167058034216703
190,197,1298,Navy,2450,6209,0.3945885005636979
191,198,1299,NC A&T,2700,6704,0.40274463007159905
192,199,1300,NC Central,2543,5728,0.4439594972067039
193,200,1301,NC State,3654,7886,0.4633527770732944
194,202,1303,NE Omaha,1896,4268,0.4442361761949391
195,203,1304,Nebraska,2809,6519,0.43089430894308944
196,204,1305,Nevada,2947,6832,0.43135245901639346
197,205,1306,New Hampshire,2292,6045,0.3791563275434243
198,206,1307,New Mexico,3241,7209,0.44957691774171177
199,207,1308,New Mexico St,3317,7148,0.4640458869613878
200,208,1309,New Orleans,1058,2518,0.420174741858618
201,209,1310,Niagara,3098,7587,0.4083300382232767
202,210,1311,Nicholls St,2523,5849,0.43135578731407076
203,211,1312,NJIT,2428,5912,0.41069012178619757
204,212,1313,Norfolk St,3099,7076,0.4379592990390051
205,213,1314,North Carolina,4046,8960,0.4515625
206,214,1315,North Dakota,2768,6417,0.43135421536543556
207,215,1316,North Florida,2969,6750,0.4398518518518518
208,216,1317,North Texas,2909,6691,0.43476311463159467
209,217,1318,Northeastern,2882,6569,0.438727355761912
210,218,1319,Northern Arizona,2879,6512,0.4421068796068796
211,219,1320,Northern Iowa,2753,6343,0.43402175626675077
212,220,1321,Northwestern,2842,6681,0.42538542134411017
213,221,1322,Northwestern LA,3080,6936,0.44405997693194926
214,222,1323,Notre Dame,3355,7403,0.45319465081723626
215,223,1324,Oakland,3331,7363,0.45239712073882926
216,224,1325,Ohio,3407,7649,0.4454177016603478
217,225,1326,Ohio St,3821,8160,0.46825980392156863
218,227,1328,Oklahoma,3194,7231,0.4417093071497718
219,228,1329,Oklahoma St,3145,7144,0.44022956326987683
220,229,1330,Old Dominion,3030,7216,0.41990022172949004
221,230,1331,Oral Roberts,3300,7012,0.47062179121505987
222,231,1332,Oregon,3379,7550,0.4475496688741722
223,232,1333,Oregon St,3232,7093,0.4556605103623291
224,233,1334,Pacific,2704,6293,0.4296837756237089
225,234,1335,Penn,2738,6174,0.44347262714609653
226,235,1336,Penn St,2909,7006,0.41521552954610336
227,236,1337,Pepperdine,2737,6412,0.4268558951965066
228,237,1338,Pittsburgh,3392,7303,0.4644666575379981
229,238,1339,Portland,2912,6666,0.43684368436843685
230,239,1340,Portland St,2841,6228,0.45616570327552985
231,240,1341,Prairie View,2770,7153,0.38725010485111144
232,241,1342,Presbyterian,2637,5932,0.4445380984490897
233,242,1343,Princeton,2669,5816,0.4589064649243466
234,243,1344,Providence,3171,7521,0.4216194654966095
235,244,1345,Purdue,3363,7748,0.43404749612803306
236,245,1346,Quinnipiac,3224,7549,0.4270764339647635
237,246,1347,Radford,2631,6494,0.4051432091161072
238,247,1348,Rhode Island,2884,6929,0.4162216770096695
239,248,1349,Rice,2574,6147,0.41874084919472915
240,249,1350,Richmond,3127,7129,0.43863094403142094
241,250,1351,Rider,3101,6911,0.4487049631023007
242,251,1352,Robert Morris,3145,7376,0.42638286334056397
243,252,1353,Rutgers,3076,7132,0.43129556926528323
244,253,1354,S Carolina St,2557,6471,0.3951475815175398
245,254,1355,S Dakota St,3137,6857,0.4574886976812017
246,255,1356,S Illinois,2813,6505,0.43243658724058415
247,256,1357,Sacred Heart,2966,6813,0.43534419492147364
248,257,1358,Sam Houston St,2617,6235,0.4197273456295108
249,258,1359,Samford,2680,6013,0.445700981207384
250,259,1360,San Diego,2654,6141,0.4321771698420453
251,260,1361,San Diego St,3230,7324,0.4410158383397051
252,261,1362,San Francisco,2987,6533,0.4572172049594367
253,262,1363,San Jose St,2594,6789,0.3820886728531448
254,263,1364,Santa Barbara,2725,6126,0.44482533463924256
255,264,1365,Santa Clara,2847,6763,0.42096702646754397
256,265,1366,Savannah St,2431,5977,0.4067257821649657
257,266,1367,SC Upstate,2966,6970,0.4255380200860832
258,267,1368,SE Louisiana,2414,5850,0.41264957264957264
259,268,1369,SE Missouri St,3128,6727,0.4649918239928646
260,269,1370,Seattle,2878,6900,0.4171014492753623
261,270,1371,Seton Hall,3108,7145,0.43498950314905527
262,271,1372,SF Austin,2634,5779,0.4557881986502855
263,272,1373,Siena,2912,7000,0.416
264,273,1374,SMU,2734,5977,0.4574201104232893
265,274,1375,South Alabama,2537,6186,0.41011962495958615
266,275,1376,South Carolina,2938,7246,0.4054650841843776
267,276,1377,South Dakota,2712,6170,0.43954619124797406
268,277,1378,South Florida,2852,6809,0.41885739462476135
269,278,1379,Southern Miss,3039,6805,0.4465833945628215
270,279,1380,Southern Univ,2508,6044,0.41495698213103904
271,280,1381,Southern Utah,2609,5998,0.4349783261087029
272,281,1382,St Bonaventure,3056,6728,0.45422116527942924
273,282,1383,St Francis NY,2916,6915,0.42169197396963126
274,283,1384,St Francis PA,2644,6186,0.42741674749434205
275,284,1385,St John's,3178,7311,0.4346874572561893
276,285,1386,St Joseph's PA,3135,6985,0.44881889763779526
277,286,1387,St Louis,3040,6840,0.4444444444444444
278,287,1388,St Mary's CA,3271,7000,0.4672857142857143
279,288,1389,St Peter's,2714,6680,0.4062874251497006
280,289,1390,Stanford,3145,7176,0.4382664437012263
281,290,1391,Stetson,2811,6440,0.43649068322981366
282,291,1392,Stony Brook,2876,6782,0.42406369802418165
283,292,1393,Syracuse,3720,8196,0.4538799414348463
284,293,1394,TAM C. Christi,2573,6048,0.4254298941798942
285,294,1395,TCU,2767,6648,0.41621540312876054
286,295,1396,Temple,3408,7700,0.4425974025974026
287,296,1397,Tennessee,3083,7082,0.4353290031064671
288,297,1398,Tennessee St,2697,6236,0.4324887748556767
289,298,1399,Tennessee Tech,2819,6280,0.4488853503184713
290,299,1400,Texas,3365,7757,0.43380172747196083
291,300,1401,Texas A&M,2933,6748,0.4346473029045643
292,301,1402,Texas St,2874,6698,0.42908330845028364
293,302,1403,Texas Tech,2972,6753,0.44010069598696877
294,303,1404,TN Martin,2707,6623,0.40872716291710703
295,304,1405,Toledo,2891,6609,0.43743380239067936
296,305,1406,Towson,2762,6536,0.4225826193390453
297,306,1407,Troy,2778,6875,0.40407272727272725
298,307,1408,Tulane,2626,6288,0.4176208651399491
299,308,1409,Tulsa,2987,6778,0.4406904691649454
300,309,1410,TX Pan American,2517,6134,0.41033583306162374
301,310,1411,TX Southern,2919,6710,0.43502235469448586
302,311,1412,UAB,2964,6971,0.42519007316023527
303,312,1413,UC Davis,2792,6316,0.4420519316022799
304,313,1414,UC Irvine,3074,7149,0.42999020842075814
305,314,1415,UC Riverside,2563,6204,0.41312056737588654
306,315,1416,UCF,2796,6368,0.439070351758794
307,316,1417,UCLA,3594,7744,0.46410123966942146
308,317,1418,ULL,3008,6895,0.4362581580855692
309,318,1419,ULM,2429,5819,0.4174256745145214
310,319,1420,UMBC,2717,6800,0.39955882352941174
311,320,1421,UNC Asheville,3048,6731,0.4528301886792453
312,321,1422,UNC Greensboro,2981,7142,0.4173900868104172
313,322,1423,UNC Wilmington,2778,6667,0.4166791660416979
314,323,1424,UNLV,3396,7612,0.4461376773515502
315,324,1425,USC,3007,7080,0.42471751412429376
316,325,1426,UT Arlington,2859,6634,0.4309617123907145
317,326,1427,UT San Antonio,2727,6465,0.4218097447795824
318,327,1428,Utah,2744,6324,0.43390259329538267
319,328,1429,Utah St,3012,6504,0.46309963099630996
320,329,1430,Utah Valley,2601,6063,0.4289955467590302
321,330,1431,UTEP,2979,6468,0.4605751391465677
322,332,1433,VA Commonwealth,3707,8642,0.42895163156676697
323,333,1434,Valparaiso,3026,6478,0.46711948132139547
324,334,1435,Vanderbilt,3103,7043,0.440579298594349
325,335,1436,Vermont,3003,6697,0.4484097357025534
326,336,1437,Villanova,3087,7161,0.4310850439882698
327,337,1438,Virginia,2928,6574,0.44539093398235474
328,338,1439,Virginia Tech,2990,7029,0.42538056622563664
329,339,1440,VMI,3088,7139,0.43255357893262364
330,340,1441,W Carolina,3156,7492,0.4212493326214629
331,341,1442,W Illinois,2319,5261,0.4407907241969207
332,342,1443,W Kentucky,3090,7419,0.41649818034775576
333,343,1444,W Michigan,2977,6724,0.44274241522903035
334,346,1447,Wagner,2954,6827,0.43269371612714225
335,347,1448,Wake Forest,2925,6741,0.43391188251001334
336,348,1449,Washington,3567,7910,0.45094816687737044
337,349,1450,Washington St,2856,6532,0.43723208818126147
338,350,1451,Weber St,2763,5954,0.4640577762848505
339,351,1452,West Virginia,3187,7433,0.42876362168707116
340,352,1453,WI Green Bay,2809,6407,0.4384267207741533
341,353,1454,WI Milwaukee,2805,6739,0.41623386259088885
342,354,1455,Wichita St,3426,7475,0.45832775919732444
343,355,1456,William & Mary,2771,6195,0.44729620661824054
344,356,1457,Winthrop,2633,6319,0.41667985440734295
345,357,1458,Wisconsin,3217,7387,0.43549478814132936
346,358,1459,Wofford,2910,6669,0.4363472784525416
347,359,1460,Wright St,2683,6278,0.42736540299458425
348,360,1461,Wyoming,2542,5762,0.44116626171468243
349,361,1462,Xavier,3251,7062,0.46035117530444636
350,362,1463,Yale,2388,5667,0.42138697723663315
351,363,1464,Youngstown St,2811,6532,0.43034292712798533
